,Unnamed: 0,datetime,tweet_id,text,username,quoted_tweet,retweeted_tweet,in_reply_to_user,tweet_lang
45,45,2022-08-20 20:44:29+00:00,1.5610918232794235e+18,gerçekten depresyonda olsaydın kargoyla kafayı toplayamazdın can sıkıntınızı ya da üzüntülerinizi depresyon sanmaktan vazgeçin https://t.co/p0ZbA2QCGd,veyamavi,https://twitter.com/velhayi/status/1560571070880546817,,,tr
46,46,2022-08-20 20:43:08+00:00,1.561091485717635e+18,Saçımın sarısı azaldı yine kuaförüm saçımı boyamazsa depresyon sebebim 🤦🏼‍♀️,tgceaktmr,,,,tr
47,47,2022-08-20 20:40:34+00:00,1.5610908404284498e+18,daha az pozitiflik daha fazla depresyon,brunettepearll,,,,tr
48,48,2022-08-20 20:34:37+00:00,1.5610893440934298e+18,ay bugün 60 yaşındaki teyzeyle konuşurken depresyon hapı aldığını öğrendim ondan yarım saat önce yemek yerken bir ton pul biber basmıştı yemeğe https://t.co/X8Vo0Tnjln,robothanyu,https://twitter.com/SydneyBattle/status/1560863257123901440,,,tr
49,49,2022-08-20 20:33:57+00:00,1.561089172731007e+18,Ben de biraz depresyon alabilir miyim ya direkt depresyon olunca insan yüzü göresim gelmiyo yemek yiyemiyorum konusamiyorum yerimden kipirdayamiyorjm falan filan gibi sorunlarım oluyo https://t.co/z6jYsQB54i,birkariss,https://twitter.com/velhayi/status/1560571070880546817,,,tr
50,50,2022-08-20 20:31:21+00:00,1.561088520923521e+18,Bayanların depresyon / benim depresyon https://t.co/K7jayateZs,scodasup,,,,tr
51,51,2022-08-20 20:22:02+00:00,1.5610861737574482e+18,depresyon gibi ciddi bi rahatsizligibu seviyeye dusurdunuz ya helal olsun https://t.co/Y7hJa3rUWL,qwixtyr,https://twitter.com/velhayi/status/1560571070880546817,,,tr
52,52,2022-08-20 20:20:20+00:00,1.5610857480568463e+18,Dinleyeyim de depresyon için profilaksi olsun… https://t.co/PXv8CTtvLi,NihanAksakalli,https://twitter.com/TurgayErdener/status/1560926538152935425,,,tr
53,53,2022-08-20 20:17:33+00:00,1.5610850455946404e+18,depresyon hakkında bi fikriniz var mı amk ya https://t.co/qNAbE3VsmI,sallamiyom,https://twitter.com/velhayi/status/1560571070880546817,,,tr
54,54,2022-08-20 20:11:15+00:00,1.5610834611000156e+18,"162. Bölüm zor geldi ama kahkaha atarak okuyarak bittii. AY UZUN ZAMANDIR BU KADAR EĞLENMEDİM. Boxerla motor kullanıp gelen Falcon, depresyon keyfini bırakıp gelen Çınar. Cimri Bora, eğlenen Nazlı. Çok geniş bir ailesi olacak baby Karabey. MÜKEMMEL.🤭😍",glnr_glgl,,,,tr
55,55,2022-08-20 20:06:34+00:00,1.561082282961666e+18,Depresyon bi gecelik yasayabilecegin bir sey degil https://t.co/RGumqB68XZ,eftaliii,https://twitter.com/velhayi/status/1560571070880546817,,,tr
56,56,2022-08-20 20:05:30+00:00,1.5610820146773115e+18,kadar bakırköy fatih ispatlanmıştır duyarlı var?? Zeytinburnu mecidiyeköy Bayrampaşa istanbul levent merter bir Şirinevler yanlış  taksim Beşiktaş (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))))) ile gaziosmanpaşa Kısaca depresyon biz Eyüp şişli Bahçelievler https://t.co/2Rbt77JoeK,art_guven,,,,tr
57,57,2022-08-20 20:01:52+00:00,1.5610811013592228e+18,hayatta hicbjr seyi basaramayacagimi ve elde ettiklerimin hicbjrini kendi cabamla elde etmedigimi fark ettigimden beridir kronik depresyon yasiyorum,zukosgirlmai,,,,tr
58,58,2022-08-20 20:00:15+00:00,1.561080691936592e+18,"Depresyon insanları
Acıyı sevmese de yük eder",onubanasormasan,,,,tr
59,59,2022-08-20 19:58:21+00:00,1.5610802162688164e+18,Ölmeden önce gel gül bi kere gitmeden son bi cennetin fragmanını göreyim yeter gerisi bizi yorar bu saatten sonra...,ClmAli__,,,,tr
60,60,2022-08-20 19:50:05+00:00,1.5610781352774697e+18,"Neden depresyon yapıoki? O versiyon sakat çünkü, gençler olmuş kobay, 21 milyon neden harcasın yerli malı dururken, e kusurlu.. Ülkeyi bu versiona mecbur kılıyor, dandik üretim girmesin vs. E sende aynından ye? Yok, Chinadan EUdan zula, çalışan çocuklu kesime falan veriyordur. https://t.co/hdqXxiLVWV",mLoganmm,,,,tr
61,61,2022-08-20 19:48:38+00:00,1.5610777697689272e+18,kısa saç tercih eden ve bol kahkahalar atan kadınlara depresyon teşhisi koydukları yetmedi şimdide kırmızı ruju psikolojik çöküş sembolu yaptılar. ulkenin yarısı psikiyatr yarısı hasta sanki.,burcu_dayi,,,,tr
62,62,2022-08-20 19:46:51+00:00,1.5610773211127235e+18,bir Bahçelievler Eyüp gelenler mecidiyeköy fatih taksim Beşiktaş Şirinevler yormadan istanbul bakırköy cok levent Zeytinburnu ölüyorum depresyon merter yola şişli anıların Bayrampaşa gaziosmanpaşa (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))))) degilkandıgınız yerden https://t.co/rbLjf1e7Yl,art_guven,,,,tr
63,63,2022-08-20 19:43:26+00:00,1.5610764615362478e+18,kabahatinden nerede (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) akbatı  varlıktır yanında florya depresyon sempatik avcılar küçükçekmece Akılsızlar olanına kumburgaz halkalı beylikdüzü güneşli sefaköy bir Esenyurt Üstün silivri bahçeşehir https://t.co/zTGnht3ZR7,WaqasGu53548634,,,,tr
64,64,2022-08-20 19:43:20+00:00,1.56107643850104e+18,Hiç bir şeyden tat almıyorum dizi film izleyemiyorum kitap okuyamıyorum fotoğraf bile çekesim gelmiyor acil kendime gelmem lazım gizli depresyon falan mı acaba,Nisathemermaid,,,,tr
65,65,2022-08-20 19:28:28+00:00,1.5610726932308296e+18,bir depresyon otelindeyim adı dünya tam pansiyon,llmervenurr,,,,tr
66,66,2022-08-20 19:25:42+00:00,1.5610720001515684e+18,"Dikkat! Bu profil her türlü küfür, cinsellik ve takım fanatikliği yanında depresyon ve hüzün içermektedir. Sonra ""vay efendim ben nereye geldim"" falan demeyin amk.",OlimpikRap,,,,tr
67,67,2022-08-20 19:23:21+00:00,1.561071405759955e+18,"Yürüyüş yapmak,bisiklet sürmek veya orta şiddette düzenli fiziksel aktivitenin sağlık açısından önemli yararları vardır;
Depresyon ve anksiyete riskini azaltır. Uykuyu düzenler, Yaşlanırken düşünme, öğrenme ve muhakeme becerilerini aktif tutar. @YesilaySpor  @vanyesilaysube https://t.co/W4Ev1nsXk2",oktayaksoy65,,,,tr
68,68,2022-08-20 19:22:55+00:00,1.56107129994607e+18,"ruhsal rahatsızlıkların özellikle anksiyete ve depresyon kelimelerinin günlük hayattaki yersiz kullanımları gerçekten bu rahatsızlıkları olan insanların anlaşılmalarını zorlaştırıyor. ne moral bozukluğu “depresyon” ne de bir konuda olan kısa süreli stres, endişe “anksiyetedir”. https://t.co/E2O0PxIw6a",mermisko1,https://twitter.com/velhayi/status/1560571070880546817,,,tr
69,69,2022-08-20 19:20:35+00:00,1.5610707119255142e+18,bekledigi okusam sevgidir calismaktan cekmekten depresyon icin sen canlı parca #türkbükü eder #Bodrum her Biri #Gümbet Nuri ise #yalıkavak biliyorsun bir  bizi kırılmazmışım https://t.co/3XcEC48N7w,CathyWh96075153,,,,tr
70,70,2022-08-20 19:17:05+00:00,1.5610698301485875e+18,"majör depresyon dönemimde, geleceğim için kurduğum hayaller ve fikirlerim de böyle https://t.co/evVnv4Na8w",karabulutmevlt,https://twitter.com/lordsinov/status/1561057357634969601,,,tr
71,71,2022-08-20 19:14:40+00:00,1.561069220670079e+18,depresyon biraz içinde olabiliceginiz ve incik boncukla toparlanacak bir sey degildir https://t.co/fYPm6dFBTG,beyzzaaxxdd,https://twitter.com/velhayi/status/1560571070880546817,,,tr
72,72,2022-08-20 19:10:27+00:00,1.561068159200895e+18,bugün ablama ayırdır seda anım ile başlayan cümle kurmadım hiç,blablazedx,,,,tr
73,73,2022-08-20 19:04:11+00:00,1.5610665841431757e+18,"Aylardır büyüdüm mü yoksa ağır bir depresyon içerisinde miyim bunu çözmeye çalışıyorum,inanılmaz ketumlaştım,hiç bir hayalim yok eskiden heyecan dolu biriydim artık hiç bir şeye heyecan duymuyorum.",goksualtnn,,,,tr
74,74,2022-08-20 19:02:29+00:00,1.5610661562235044e+18,Mem konserine gidemediğim için bugün depresyon modundayım,cigdemorl,,,,tr
75,75,2022-08-20 19:02:19+00:00,1.561066114070741e+18,Bu gece depresyon gecesi amk kimse aramasin,yaw_helin_iste,,,,tr
76,76,2022-08-20 19:00:05+00:00,1.561065553393062e+18,..umarim hayatiniz boyunca depresyon tanisi almazsiniz da depresyonu böyle çocukça bi sey sanmaya devam edersiniz https://t.co/pEKNGPjgLO,yoonroses,https://twitter.com/velhayi/status/1560571070880546817,,,tr
77,77,2022-08-20 18:58:20+00:00,1.5610651135070536e+18,"Yürüyüş yapmak,bisiklet sürmek veya orta şiddette düzenli fiziksel aktivitenin sağlık açısından önemli yararları vardır
 •Depresyon ve anksiyete riskini azaltır. 
•Uykuyu düzenlemeye yardımcı olur. •Yaşlanırken düşünme, öğrenme ve muhakeme becerilerini aktif tutmaya yardımcı👍 https://t.co/adBjQNX7t3",yesilay05,,,,tr
78,78,2022-08-20 18:52:28+00:00,1.5610636340710769e+18,lan depresyon 2 dk ugrayıp cıkmalık biseymis niye demiyonuz siparis ederdik biz de bunlardan https://t.co/zYpGSSYLyB,yatanbarbie,https://twitter.com/velhayi/status/1560571070880546817,,,tr
79,79,2022-08-20 18:50:21+00:00,1.5610631034539622e+18,Bir bölüm daha zeycag sahnesi görmezsem yasiyacagim depresyon durumu    #ZeyÇağ https://t.co/7Zwzq64ytn,namusaynamu,,,,tr
80,80,2022-08-20 18:49:38+00:00,1.5610629217146716e+18,depresyon değil de yaşam mücadelesi diyelim,Unexpectedd2,,,,tr
81,81,2022-08-20 18:44:54+00:00,1.5610617308931564e+18,Tam depresyon moduna girdim yine davul sesi duydum bütün modum gitti...,dilhun_vavey1a,,,,tr
82,82,2022-08-20 18:43:06+00:00,1.5610612767589908e+18,Bir kişi kliniğe unutkanlık şikayeti ile geldiğinde bu unutkanlığın çok fazla farklı sebebi olabilir. Bunlardan en çok karıştırılanları Alzheimer demansı başlangıcı ve klinik depresyon ayrımıdır. https://t.co/k2tApiJKWi,kaizenoropsk,,,,tr
83,83,2022-08-20 18:41:00+00:00,1.561060748217942e+18,"Ah ,benim depresyon güzelim",tmammadem,,,,tr
84,84,2022-08-20 18:40:45+00:00,1.5610606881975214e+18,"Depresyon hissi tükenmişlik ve aslında bekleyiş
2016 haziran",RElvin2023,,,,tr
85,85,2022-08-20 18:40:15+00:00,1.561060562691412e+18,"Problem çözülmediği süreçte sıkıntılar büyüyerek başka psikolojik sıkıntılar (OKB, genel anksiyete, depresyon ve panik atak) gibi psikolojik bozukluklar görülebilmektedir. #psikolog https://t.co/rj7B66Car2",psikologmelih,,,,tr
86,86,2022-08-20 18:39:36+00:00,1.5610603977838592e+18,depresyon modundan cikana kadar boyleyim.. https://t.co/l4nVkQCeg2,iamtubiiii,,,,tr
87,87,2022-08-20 18:39:31+00:00,1.5610603767745823e+18,Ben her gün bir kilo depresyon alıyorum iyi geliyor https://t.co/YvPHIAxOqD,PavelVlasovD,https://twitter.com/Gustavodia_/status/1560945140746829824,,,tr
88,88,2022-08-20 18:31:29+00:00,1.5610583565715456e+18,Ayy günlerdir bunu düşünüyorum bir de hazırlık okucam 05lilerle... https://t.co/Ftj7lwfRjo,asklaradegmez,https://twitter.com/burasmat/status/1560648826557710336,,,tr
89,89,2022-08-20 18:29:49+00:00,1.561057935928828e+18,"""Bu çocuklarda depresyon, tükenmişlik sendromu görülebilir. Travma geçirmiş olabilirler ve bu travmanın etkisiyle hayata bakabilirler. Bir içe kapanma karşımıza çıkabilir. Ayrıca özgüven sorunu ya da öfke duygusu oluşabilir. 

Bebekler HapisteBüyümesin https://t.co/Mn9ZIInNeD",frknakpinar1,,,,tr
90,90,2022-08-20 18:28:06+00:00,1.5610575026823004e+18,Trendyoldan indirimle aldığınız şeyin yanlış gönderilmesi depresyon sebebidir,Rosies_Diary,,,,tr
91,91,2022-08-20 18:26:37+00:00,1.5610571312809288e+18,Üniversitenin bitip aile evine yerleşmen ve üniversiteye bir daha dönemediği bilmen bu seneki depresyon sebebim yemin ederimm,Elifsudemirci0,,,,tr
92,92,2022-08-20 18:17:21+00:00,1.5610547976456192e+18,Ben de delirebilirdim yoldan çıkabilirdim yapmadım kıyamadım bana...,_umudumkalir_,,,,tr
93,93,2022-08-20 18:15:12+00:00,1.5610542570668728e+18,güneşli Esenyurt beylikdüzü halkalı kumburgaz florya bulunsun bir (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) kalacagım Sadece   küçükçekmece kadını depresyon Yalnız bahçeşehir silivri avcılar yok  melisicinilik akbatı yaşıyorum sefaköy https://t.co/RUUuPIGAtI,WaqasGu53548634,,,,tr
94,94,2022-08-20 18:12:37+00:00,1.561053608799621e+18,"Her içe kapanış depresyon değildir. İnsan, dönüşüm süreçlerinde yaşadıklarını sindirebilmek ve anlamlamdırabilmek için yalnız kalmak ister.",hellomervis,,,,tr
95,95,2022-08-20 18:02:55+00:00,1.561051164380201e+18,Dilerim hiç kimse panik atak +depresyon yaşamasın...''ŞAHSIM HARİÇ'',oceanfille,,,,tr
96,96,2022-08-20 18:02:51+00:00,1.561051148844503e+18,Bi sey hissedemeyecek duruma geldiginde 'depresyon kotuledi' diyosun ama bi anlami da olmuyo,lonelilyr,,,,tr
97,97,2022-08-20 18:00:36+00:00,1.5610505814725263e+18,Depresyon bu değil aq https://t.co/JFZriUAPea,fateozk,https://twitter.com/velhayi/status/1560571070880546817,,,tr
98,98,2022-08-20 17:58:07+00:00,1.5610499569574912e+18,"Depresyon denizinde sürüklenirken, pek önemli olmuyor bu soruya verecek bir cevabınızın olması. Önce iyi hissetmeyi başarabilmek istiyorum. Sonra tutunacağım zaten amacıma. https://t.co/sm5Uyx1kyc",beneklizencefil,,,,tr
99,99,2022-08-20 17:57:25+00:00,1.5610497816356127e+18,Sabah motivasyon ile başlayıp akşamı depresyon ile bitirenlere  ikizler burcu denir.,Elmasklcrsln,,,,tr
100,100,2022-08-20 17:56:45+00:00,1.561049611976016e+18,ben dizi izleyemiyorum yine depresyon eraya girdim off,beobuls,,,,tr
101,101,2022-08-20 17:52:58+00:00,1.561048660896514e+18,Depresyon kadın oldum iyice,Elifalqnn,,,,tr
102,102,2022-08-20 17:51:02+00:00,1.5610481745880064e+18,"İnsanoğlunun ‘yanlış’ kavramıyla sınavı:

Ya yanlış yaparsam?         👉Anksiyete
Hep yanlış yaptım             👉Depresyon
Hiç yanlış yapmamalıyım!👉Obsesyon
Bana yanlış yapacaklar!   👉Paranoya",KuzeydenB,,,,tr
103,103,2022-08-20 17:48:03+00:00,1.5610474257621852e+18,Depresyon probleminiz varsa B12 vitaminini almaya özen gösterin. B12 vitamini depresyon semptomlarını önemli ölçüde iyileştiriyormuş. En ağır düzeydeki depresyon hastalarına dahi B12 öneriliyor zaten. https://t.co/hRuBYFj1wV,lacrimosa666x,https://twitter.com/Aegean_E/status/1561040977921441793,,,tr
104,104,2022-08-20 17:43:11+00:00,1.561046200610132e+18,Evde beni bekleyen derin bir depresyon olmasa ben aslında evcimen biriyim,xmerve27x,,,,tr
105,105,2022-08-20 17:41:39+00:00,1.5610458130145485e+18,Bolca yemek çokça depresyon,ibrhmgcll,,,,tr
106,106,2022-08-20 17:39:22+00:00,1.5610452380719227e+18,Kuzenim bi kaç gündür attığım depresyon ve intihar temalı tivitleri görmüş aradı gel balık tutmaya gidelim dedi geldik balık tutuyoz aktiviteni sikm ya,merimerim3,,,,tr
107,107,2022-08-20 17:39:19+00:00,1.5610452281733612e+18,Büyük küçük tüm depresyon çeşitleri için hfhf https://t.co/G5YChv2dRB,fatih_mutlu,,,,tr
108,108,2022-08-20 17:36:46+00:00,1.5610445839450644e+18,Başka açıklaması olamaz sanırım bu yaşımda bu kadar depresyon fazla bana 😔 https://t.co/SaFJH3qWVQ https://t.co/mXHcPZrJga,aligunduz035,https://twitter.com/tardisdd/status/1561042424889327618,,,tr
